ID,GlobalUniqueIdentifier,ScientificName,Order,Locality,DecimalLatitude,DecimalLongitude,YearCollected,MonthCollected,DayCollected,Collector,CollectorNumber,Remarks,SamplingEventIdentifier,TimeObservationsStarted,DurationInHours,NumberOfObservers,ObservationCount,ObservationDate,CommonName,BreedingBirdAtlasCode
B7816,URN:NatureAlberta:ABATLAS2:4868-BCCH,Poecile atricapillus,Passeriformes,Barrier Lake,51.0333,-115.067,2002,6,5,Andrew Slater,2062,,4868,05:45:00,5.25,0,1,Jun  5 2002 12:00AM,Black-capped Chickadee,H
B7817,URN:NatureAlberta:ABATLAS2:4868-COLO,Gavia immer,Gaviiformes,Barrier Lake,51.0333,-115.067,2002,6,5,Andrew Slater,2062,,4868,05:45:00,5.25,0,1,Jun  5 2002 12:00AM,Common Loon,X
B7818,URN:NatureAlberta:ABATLAS2:4874-BCCH,Poecile atricapillus,Passeriformes,Sheep River Valley,50.6333,-114.633,2002,6,30,Andrew Slater,2062,,4874,05:45:00,3.75,0,5,Jun 30 2002 12:00AM,Black-capped Chickadee,H
B7819,URN:NatureAlberta:ABATLAS2:4874-CAGO,Branta canadensis,Anseriformes,Sheep River Valley,50.6333,-114.633,2002,6,30,Andrew Slater,2062,,4874,05:45:00,3.75,0,7,Jun 30 2002 12:00AM,Canada Goose,FL
B7820,URN:NatureAlberta:ABATLAS2:4997-BCCH,Poecile atricapillus,Passeriformes,12U UQ33,53.5333,-113.65,2002,6,2,Jane Cheeseborough,4702,,4997,19:30:00,97,0,5,Jun  2 2002 12:00AM,Black-capped Chickadee,C
B7821,URN:NatureAlberta:ABATLAS2:4997-CAGO,Branta canadensis,Anseriformes,12U UQ33,53.5333,-113.65,2002,6,2,Jane Cheeseborough,4702,,4997,19:30:00,97,0,2,Jun  2 2002 12:00AM,Canada Goose,P
B7822,URN:NatureAlberta:ABATLAS2:5003-BCCH,Poecile atricapillus,Passeriformes,11U PK53 Lake West end of lake,53.55,-113.717,2002,6,17,Janet Woolgar,4807,,5003,09:45:00,5,0,16,Jun 17 2002 12:00AM,Black-capped Chickadee,FL
B7823,URN:NatureAlberta:ABATLAS2:5050-BCCH,Poecile atricapillus,Passeriformes,TM93 Policeman's Flats South Escarpment of Bow River,50.84,-113.953,2002,7,6,Allan Cole,4864,,5050,09:20:00,1.66667,2,11,Jul  6 2002 12:00AM,Black-capped Chickadee,X
B7824,URN:NatureAlberta:ABATLAS2:5126-COLO,Gavia immer,Gaviiformes,11UPH56,52.0134,-114.745,2002,6,27,Joseph Zombori,4381,,5126,19:30:00,2.5,0,5,Jun 27 2002 12:00AM,Common Loon,FL
B7825,URN:NatureAlberta:ABATLAS2:5126-CAGO,Branta canadensis,Anseriformes,11UPH56,52.0134,-114.745,2002,6,27,Joseph Zombori,4381,,5126,19:30:00,2.5,0,6,Jun 27 2002 12:00AM,Canada Goose,P
B7826,URN:NatureAlberta:ABATLAS2:5167-CAGO,Branta canadensis,Anseriformes,91-10-w4,56.9158,-111.547,2002,5,20,Steven Smith,4937,,5167,09:00:00,9.5,1,20,May 20 2002 12:00AM,Canada Goose,X
B7827,URN:NatureAlberta:ABATLAS2:5167-GRJA,Perisoreus canadensis,Passeriformes,91-10-w4,56.9158,-111.547,2002,5,20,Steven Smith,4937,,5167,09:00:00,9.5,1,11,May 20 2002 12:00AM,Gray Jay,X
B7828,URN:NatureAlberta:ABATLAS2:5167-BCCH,Poecile atricapillus,Passeriformes,91-10-w4,56.9158,-111.547,2002,5,20,Steven Smith,4937,,5167,09:00:00,9.5,1,4,May 20 2002 12:00AM,Black-capped Chickadee,X
B7829,URN:NatureAlberta:ABATLAS2:5173-BCCH,Poecile atricapillus,Passeriformes,68-10-w4,54.9115,-111.471,2002,5,16,Delanie Player,5757,,5173,06:00:00,11.5,1,1,May 16 2002 12:00AM,Black-capped Chickadee,X
B7830,URN:NatureAlberta:ABATLAS2:5179-BCCH,Poecile atricapillus,Passeriformes,1968-12-04,54.91,-111.775,2002,5,15,Maureen Wetsch,6764,,5179,10:30:00,7,3,1,May 15 2002 12:00AM,Black-capped Chickadee,X
B7831,URN:NatureAlberta:ABATLAS2:5179-GRJA,Perisoreus canadensis,Passeriformes,1968-12-04,54.91,-111.775,2002,5,15,Maureen Wetsch,6764,,5179,10:30:00,7,3,5,May 15 2002 12:00AM,Gray Jay,FL
B7832,URN:NatureAlberta:ABATLAS2:5214-GRJA,Perisoreus canadensis,Passeriformes,1976-03-05,55.6166,-114.409,2002,6,16,Delanie Player,5757,,5214,16:30:00,6,3,7,Jun 16 2002 12:00AM,Gray Jay,H
B7833,URN:NatureAlberta:ABATLAS2:5214-BCCH,Poecile atricapillus,Passeriformes,1976-03-05,55.6166,-114.409,2002,6,16,Delanie Player,5757,,5214,16:30:00,6,3,11,Jun 16 2002 12:00AM,Black-capped Chickadee,H
B7834,URN:NatureAlberta:ABATLAS2:5220-GRJA,Perisoreus canadensis,Passeriformes,1989-03-05,56.7503,-114.421,2002,6,8,Julia Burger,6767,,5220,09:00:00,9,1,2,Jun  8 2002 12:00AM,Gray Jay,FL
B7835,URN:NatureAlberta:ABATLAS2:5302-CAGO,Branta canadensis,Anseriformes,North of Olds,51.8177,-114.096,2002,10,13,Alan Taylor,4371,,5302,12:00:00,4,0,100,Oct 13 2002 12:00AM,Canada Goose,X
B7836,URN:NatureAlberta:ABATLAS2:5308-GRJA,Perisoreus canadensis,Passeriformes,Aspen Ridge /Square LM91,55.1696,-118.659,2002,10,17,Joyce Mann,4630,,5308,06:00:00,3,0,1,Oct 17 2002 12:00AM,Gray Jay,X
B7837,URN:NatureAlberta:ABATLAS2:5308-BCCH,Poecile atricapillus,Passeriformes,Aspen Ridge /Square LM91,55.1696,-118.659,2002,10,17,Joyce Mann,4630,,5308,06:00:00,3,0,3,Oct 17 2002 12:00AM,Black-capped Chickadee,X
B7838,URN:NatureAlberta:ABATLAS2:5308-CAGO,Branta canadensis,Anseriformes,Aspen Ridge /Square LM91,55.1696,-118.659,2002,10,17,Joyce Mann,4630,,5308,06:00:00,3,0,450,Oct 17 2002 12:00AM,Canada Goose,X
B7839,URN:NatureAlberta:ABATLAS2:5349-CAGO,Branta canadensis,Anseriformes,Bow Valley Provincial Park,51.075,-115.065,2002,11,10,Andrew Slater,2062,,5349,10:00:00,1.5,0,100,Nov 10 2002 12:00AM,Canada Goose,X
B7840,URN:NatureAlberta:ABATLAS2:5355-BCCH,Poecile atricapillus,Passeriformes,Horse Creek Road,51.4,-114.567,2002,12,8,Andrew Slater,2062,,5355,08:00:00,3.25,0,6,Dec  8 2002 12:00AM,Black-capped Chickadee,X
B7841,URN:NatureAlberta:ABATLAS2:5390-CAGO,Branta canadensis,Anseriformes,"WL 14, Redcliff",50.0553,-110.792,2002,8,23,Michael D. O'Shea,6051,,5390,08:00:00,6,2,2,Aug 23 2002 12:00AM,Canada Goose,X
B7842,URN:NatureAlberta:ABATLAS2:5513-BCCH,Poecile atricapillus,Passeriformes,up22,52.5228,-113.578,2002,7,19,David R.C. Prescott,6182,,5513,08:00:00,1,1,1,Jul 19 2002 12:00AM,Black-capped Chickadee,FL
B7843,URN:NatureAlberta:ABATLAS2:5519-BCCH,Poecile atricapillus,Passeriformes,TN99,52.2451,-113.96,2002,5,30,David R.C. Prescott,6182,,5519,06:00:00,0,1,1,May 30 2002 12:00AM,Black-capped Chickadee,P
B7844,URN:NatureAlberta:ABATLAS2:5519-CAGO,Branta canadensis,Anseriformes,TN99,52.2451,-113.96,2002,5,30,David R.C. Prescott,6182,,5519,06:00:00,0,1,1,May 30 2002 12:00AM,Canada Goose,FL
B7845,URN:NatureAlberta:ABATLAS2:5525-CAGO,Branta canadensis,Anseriformes,CHIN LAKE,49.6681,-112.283,2002,6,4,David R.C. Prescott,6182,,5525,06:00:00,0,1,1,Jun  4 2002 12:00AM,Canada Goose,H
B7846,URN:NatureAlberta:ABATLAS2:5566-BCCH,Poecile atricapillus,Passeriformes,UQ33,53.538,-113.49,2002,7,30,Jane Cheeseborough,4702,,5566,19:30:00,1.5,1,13,Jul 30 2002 12:00AM,Black-capped Chickadee,X
B7847,URN:NatureAlberta:ABATLAS2:5906-COLO,Gavia immer,Gaviiformes,Muriel Lake and area,54.1935,-110.194,2002,5,17,Blair Rippin,5017,,5906,07:00:00,8,0,6,May 17 2002 12:00AM,Common Loon,H
B7848,URN:NatureAlberta:ABATLAS2:5906-BCCH,Poecile atricapillus,Passeriformes,Muriel Lake and area,54.1935,-110.194,2002,5,17,Blair Rippin,5017,,5906,07:00:00,8,0,3,May 17 2002 12:00AM,Black-capped Chickadee,H
B7849,URN:NatureAlberta:ABATLAS2:5906-CAGO,Branta canadensis,Anseriformes,Muriel Lake and area,54.1935,-110.194,2002,5,17,Blair Rippin,5017,Migrating and many locals on eggs,5906,07:00:00,8,0,1000,May 17 2002 12:00AM,Canada Goose,X
B7850,URN:NatureAlberta:ABATLAS2:5953-CAGO,Branta canadensis,Anseriformes,"irricana, UM28",51.2877,-113.513,2002,5,2,Shirley Deneka,4287,,5953,09:30:00,3.5,2,15,May  2 2002 12:00AM,Canada Goose,P
B7851,URN:NatureAlberta:ABATLAS2:5959-CAGO,Branta canadensis,Anseriformes,"irricana, UM28",51.2877,-113.513,2002,6,14,Shirley Deneka,4287,5 goslings on railway slough,5959,09:30:00,5.25,3,13,Jun 14 2002 12:00AM,Canada Goose,FL
B7852,URN:NatureAlberta:ABATLAS2:5988-GRJA,Perisoreus canadensis,Passeriformes,Island Lake,54.8408,-113.537,2002,10,14,Sharon Livingstone,4021, modified H to X,5988,10:00:00,0.25,0,2,Oct 14 2002 12:00AM,Gray Jay,X
B7853,URN:NatureAlberta:ABATLAS2:5994-BCCH,Poecile atricapillus,Passeriformes,"Waterton Lakes National Park, Mt. Crandell Trail",49.0833,-113.9,2002,6,3,Mira Snyder,5672,,5994,07:13:00,2.06667,1,2,Jun  3 2002 12:00AM,Black-capped Chickadee,H
B7854,URN:NatureAlberta:ABATLAS2:6123-CAGO,Branta canadensis,Anseriformes,UN39,52.2806,-113.419,2002,6,21,Alf Cryderman,5545,,6123,06:00:00,15.5,1,6,Jun 21 2002 12:00AM,Canada Goose,FL
B7855,URN:NatureAlberta:ABATLAS2:6129-BCCH,Poecile atricapillus,Passeriformes,SE sec 22-twp48-rng5-w4m,53.1538,-110.656,2002,5,15,Florence McQuid,2434,,6129,07:00:00,2,1,2,May 15 2002 12:00AM,Black-capped Chickadee,P
B7856,URN:NatureAlberta:ABATLAS2:6205-GRJA,Perisoreus canadensis,Passeriformes,NK5,53.7413,-116.927,2002,5,30,Jack Wright,5328,,6205,10:45:00,1.58333,1,3,May 30 2002 12:00AM,Gray Jay,FL
B7857,URN:NatureAlberta:ABATLAS2:6205-COLO,Gavia immer,Gaviiformes,NK5,53.7413,-116.927,2002,5,30,Jack Wright,5328,,6205,10:45:00,1.58333,1,2,May 30 2002 12:00AM,Common Loon,P
B7858,URN:NatureAlberta:ABATLAS2:6815-CAGO,Branta canadensis,Anseriformes,Slave Lake,55.3087,-114.766,2002,5,1,Aaron A Lehman,6908,,6815,06:00:00,3,1,2,May  1 2002 12:00AM,Canada Goose,X
B7859,URN:NatureAlberta:ABATLAS2:6856-BCCH,Poecile atricapillus,Passeriformes,Slave Lake,55.3087,-114.766,2002,8,7,Aaron A Lehman,6908,,6856,06:00:00,3,1,1,Aug  7 2002 12:00AM,Black-capped Chickadee,X
B7860,URN:NatureAlberta:ABATLAS2:6862-BCCH,Poecile atricapillus,Passeriformes,Slave Lake,55.3087,-114.766,2002,9,26,Aaron A Lehman,6908,,6862,06:00:00,3,1,1,Sep 26 2002 12:00AM,Black-capped Chickadee,X
B7861,URN:NatureAlberta:ABATLAS2:6862-GRJA,Perisoreus canadensis,Passeriformes,Slave Lake,55.3087,-114.766,2002,9,26,Aaron A Lehman,6908,,6862,06:00:00,3,1,1,Sep 26 2002 12:00AM,Gray Jay,X
B7862,URN:NatureAlberta:ABATLAS2:6868-BCCH,Poecile atricapillus,Passeriformes,Slave Lake,55.3087,-114.766,2002,10,12,Aaron A Lehman,6908,,6868,06:00:00,3,1,1,Oct 12 2002 12:00AM,Black-capped Chickadee,X
B7863,URN:NatureAlberta:ABATLAS2:6897-BCCH,Poecile atricapillus,Passeriformes,Slave Lake,55.3087,-114.766,2002,11,22,Aaron A Lehman,6908,,6897,06:00:00,3,1,1,Nov 22 2002 12:00AM,Black-capped Chickadee,X
B7864,URN:NatureAlberta:ABATLAS2:6903-BCCH,Poecile atricapillus,Passeriformes,Slave Lake,55.3087,-114.766,2002,11,30,Aaron A Lehman,6908,,6903,09:00:00,8,1,1,Nov 30 2002 12:00AM,Black-capped Chickadee,X
B7865,URN:NatureAlberta:ABATLAS2:6909-BCCH,Poecile atricapillus,Passeriformes,Slave Lake,55.3087,-114.766,2002,12,7,Aaron A Lehman,6908,,6909,09:00:00,8,1,1,Dec  7 2002 12:00AM,Black-capped Chickadee,X
B7866,URN:NatureAlberta:ABATLAS2:8382-CAGO,Branta canadensis,Anseriformes,UL 70,49.6846,-112.733,2002,5,27,Mark Piorecky,5664,,8382,06:00:00,16.6667,1,3,May 27 2002 12:00AM,Canada Goose,H
B7867,URN:NatureAlberta:ABATLAS2:8452-CAGO,Branta canadensis,Anseriformes,Calgary - Glenmore and Weaselhead,50.9844,-114.136,2002,5,5,Gustave J. Yaki,4868,,8452,18:30:00,1.25,2,2,May  5 2002 12:00AM,Canada Goose,P
B7868,URN:NatureAlberta:ABATLAS2:8464-BCCH,Poecile atricapillus,Passeriformes,Calgary - Glenmore and Weaselhead,50.9844,-114.136,2002,5,19,Gustave J. Yaki,4868,,8464,07:45:00,4,2,15,May 19 2002 12:00AM,Black-capped Chickadee,H
B7869,URN:NatureAlberta:ABATLAS2:8464-CAGO,Branta canadensis,Anseriformes,Calgary - Glenmore and Weaselhead,50.9844,-114.136,2002,5,19,Gustave J. Yaki,4868,,8464,07:45:00,4,2,20,May 19 2002 12:00AM,Canada Goose,X
B7870,URN:NatureAlberta:ABATLAS2:8476-BCCH,Poecile atricapillus,Passeriformes,Calgary - West Edworthy Park - Douglas Fir Trail,51.0517,-114.152,2002,6,21,Gustave J. Yaki,4868,,8476,17:10:00,1.66667,2,1,Jun 21 2002 12:00AM,Black-capped Chickadee,X
B7871,URN:NatureAlberta:ABATLAS2:8499-COLO,Gavia immer,Gaviiformes,Calgary - North Weaselhead Natural Area,51.0075,-114.16,2002,7,30,Gustave J. Yaki,4868,,8499,07:30:00,7.5,4,2,Jul 30 2002 12:00AM,Common Loon,X
B7872,URN:NatureAlberta:ABATLAS2:8499-BCCH,Poecile atricapillus,Passeriformes,Calgary - North Weaselhead Natural Area,51.0075,-114.16,2002,7,30,Gustave J. Yaki,4868,,8499,07:30:00,7.5,4,6,Jul 30 2002 12:00AM,Black-capped Chickadee,T
B7873,URN:NatureAlberta:ABATLAS2:8499-CAGO,Branta canadensis,Anseriformes,Calgary - North Weaselhead Natural Area,51.0075,-114.16,2002,7,30,Gustave J. Yaki,4868,,8499,07:30:00,7.5,4,3,Jul 30 2002 12:00AM,Canada Goose,X
B7874,URN:NatureAlberta:ABATLAS2:8699-BCCH,Poecile atricapillus,Passeriformes,Confederation Park and Queen's Park Cemetary,51.0997,-114.061,2002,5,26,Steve Kassai,5782,,8699,07:45:00,8,1,5,May 26 2002 12:00AM,Black-capped Chickadee,X
B7875,URN:NatureAlberta:ABATLAS2:8699-CAGO,Branta canadensis,Anseriformes,Confederation Park and Queen's Park Cemetary,51.0997,-114.061,2002,5,26,Steve Kassai,5782,,8699,07:45:00,8,1,34,May 26 2002 12:00AM,Canada Goose,X
B7876,URN:NatureAlberta:ABATLAS2:8722-GRJA,Perisoreus canadensis,Passeriformes,Bragg Creek,50.9715,-114.694,2002,5,25,Russ Costello,5813,,8722,06:00:00,5.5,2,7,May 25 2002 12:00AM,Gray Jay,X
B7877,URN:NatureAlberta:ABATLAS2:8722-BCCH,Poecile atricapillus,Passeriformes,Bragg Creek,50.9715,-114.694,2002,5,25,Russ Costello,5813,,8722,06:00:00,5.5,2,7,May 25 2002 12:00AM,Black-capped Chickadee,X
B7878,URN:NatureAlberta:ABATLAS2:8722-CAGO,Branta canadensis,Anseriformes,Bragg Creek,50.9715,-114.694,2002,5,25,Russ Costello,5813,,8722,06:00:00,5.5,2,1,May 25 2002 12:00AM,Canada Goose,X
B7879,URN:NatureAlberta:ABATLAS2:8769-CAGO,Branta canadensis,Anseriformes,Vegreville - old reservoir,53.4667,-112.05,2002,5,25,Robert Hughes,5329,,8769,06:00:00,3,1,25,May 25 2002 12:00AM,Canada Goose,X
B7880,URN:NatureAlberta:ABATLAS2:8769-COLO,Gavia immer,Gaviiformes,Vegreville - old reservoir,53.4667,-112.05,2002,5,25,Robert Hughes,5329,,8769,06:00:00,3,1,2,May 25 2002 12:00AM,Common Loon,X
B7881,URN:NatureAlberta:ABATLAS2:8781-CAGO,Branta canadensis,Anseriformes,Wapasu Park Area,53.3562,-111.612,2002,5,25,Robert Hughes,5329,,8781,06:00:00,1,1,10,May 25 2002 12:00AM,Canada Goose,X
B7882,URN:NatureAlberta:ABATLAS2:8886-COLO,Gavia immer,Gaviiformes,12U-WR-43,54.4626,-110.303,2002,5,4,Ted Hindmarch,9589,Resting on sloughs,8886,13:00:00,0.75,2,10,May  4 2002 12:00AM,Common Loon,X
B7883,URN:NatureAlberta:ABATLAS2:8886-CAGO,Branta canadensis,Anseriformes,12U-WR-43,54.4626,-110.303,2002,5,4,Ted Hindmarch,9589,Several pair,8886,13:00:00,0.75,2,1,May  4 2002 12:00AM,Canada Goose,X
B7884,URN:NatureAlberta:ABATLAS2:8910-BCCH,Poecile atricapillus,Passeriformes,12U-WR-53,54.4599,-110.145,2002,5,11,Ted Hindmarch,9589,,8910,08:00:00,2,2,1,May 11 2002 12:00AM,Black-capped Chickadee,X
B7885,URN:NatureAlberta:ABATLAS2:8910-CAGO,Branta canadensis,Anseriformes,12U-WR-53,54.4599,-110.145,2002,5,11,Ted Hindmarch,9589,,8910,08:00:00,2,2,1,May 11 2002 12:00AM,Canada Goose,H
B7886,URN:NatureAlberta:ABATLAS2:8910-GRJA,Perisoreus canadensis,Passeriformes,12U-WR-53,54.4599,-110.145,2002,5,11,Ted Hindmarch,9589,,8910,08:00:00,2,2,1,May 11 2002 12:00AM,Gray Jay,H
B7887,URN:NatureAlberta:ABATLAS2:8910-COLO,Gavia immer,Gaviiformes,12U-WR-53,54.4599,-110.145,2002,5,11,Ted Hindmarch,9589,,8910,08:00:00,2,2,1,May 11 2002 12:00AM,Common Loon,X
B7888,URN:NatureAlberta:ABATLAS2:8933-BCCH,Poecile atricapillus,Passeriformes,"Cold Lake Count Circle Zone 2  Cold Lake lake, west Shore, and city areas",54.5249,-110.185,2002,5,25,Ted Hindmarch,9589,,8933,09:00:00,6,1,3,May 25 2002 12:00AM,Black-capped Chickadee,X
B7889,URN:NatureAlberta:ABATLAS2:8945-COLO,Gavia immer,Gaviiformes,Cold Lake Count Circle Zone 6,54.3096,-110.784,2002,5,26,Ted Hindmarch,9589,"WR01,11",8945,10:00:00,2.5,1,3,May 26 2002 12:00AM,Common Loon,H
B7890,URN:NatureAlberta:ABATLAS2:8945-CAGO,Branta canadensis,Anseriformes,Cold Lake Count Circle Zone 6,54.3096,-110.784,2002,5,26,Ted Hindmarch,9589,"WR01,11",8945,10:00:00,2.5,1,1,May 26 2002 12:00AM,Canada Goose,ON
B7891,URN:NatureAlberta:ABATLAS2:8980-BCCH,Poecile atricapillus,Passeriformes,12U-WR-45,54.648,-110.296,2002,7,14,Ted Hindmarch,9589,family group,8980,09:00:00,0.5,2,6,Jul 14 2002 12:00AM,Black-capped Chickadee,H
B7892,URN:NatureAlberta:ABATLAS2:9649-COLO,Gavia immer,Gaviiformes,WQ 08 East half of square,54.0132,-110.876,2002,6,17,Richard Klauke,6027,,9649,05:15:00,4,0,1,Jun 17 2002 12:00AM,Common Loon,H
B7893,URN:NatureAlberta:ABATLAS2:9649-BCCH,Poecile atricapillus,Passeriformes,WQ 08 East half of square,54.0132,-110.876,2002,6,17,Richard Klauke,6027,,9649,05:15:00,4,0,5,Jun 17 2002 12:00AM,Black-capped Chickadee,H
B7894,URN:NatureAlberta:ABATLAS2:9649-CAGO,Branta canadensis,Anseriformes,WQ 08 East half of square,54.0132,-110.876,2002,6,17,Richard Klauke,6027,8 adults and young,9649,05:15:00,4,0,8,Jun 17 2002 12:00AM,Canada Goose,FL
B7895,URN:NatureAlberta:ABATLAS2:9684-BCCH,Poecile atricapillus,Passeriformes,WR43,54.4619,-110.31,2002,5,25,Richard Klauke,6027,,9684,12:00:00,2.5,0,1,May 25 2002 12:00AM,Black-capped Chickadee,H
B7896,URN:NatureAlberta:ABATLAS2:9684-CAGO,Branta canadensis,Anseriformes,WR43,54.4619,-110.31,2002,5,25,Richard Klauke,6027,,9684,12:00:00,2.5,0,10,May 25 2002 12:00AM,Canada Goose,H
B7897,URN:NatureAlberta:ABATLAS2:9684-GRJA,Perisoreus canadensis,Passeriformes,WR43,54.4619,-110.31,2002,5,25,Richard Klauke,6027,,9684,12:00:00,2.5,0,2,May 25 2002 12:00AM,Gray Jay,FL
B7898,URN:NatureAlberta:ABATLAS2:9707-BCCH,Poecile atricapillus,Passeriformes,VM 53 Emerson Bridge,50.8633,-111.636,2002,7,5,Richard Klauke,6027,,9707,11:30:00,0.75,0,1,Jul  5 2002 12:00AM,Black-capped Chickadee,H
B7899,URN:NatureAlberta:ABATLAS2:9907-CAGO,Branta canadensis,Anseriformes,"Basin 1, Frank Lake",50.5363,-113.713,2002,6,1,Greg Wagner,4379,,9907,09:00:00,-1536,0,32,Jun  1 2002 12:00AM,Canada Goose,NE
B7900,URN:NatureAlberta:ABATLAS2:11068-CAGO,Branta canadensis,Anseriformes,UQ43,53.541,-113.339,2002,6,9,Dale Dawson,6528,,11068,09:00:00,1,0,4,Jun  9 2002 12:00AM,Canada Goose,X
B7901,URN:NatureAlberta:ABATLAS2:11068-BCCH,Poecile atricapillus,Passeriformes,UQ43,53.541,-113.339,2002,6,9,Dale Dawson,6528,,11068,09:00:00,1,0,5,Jun  9 2002 12:00AM,Black-capped Chickadee,X
B7902,URN:NatureAlberta:ABATLAS2:11490-BCCH,Poecile atricapillus,Passeriformes,Elkton BBA Sq. 11U PH72,51.65,-114.5,2002,9,14,Ray Woods,6631,,11490,10:00:00,4,0,1,Sep 14 2002 12:00AM,Black-capped Chickadee,X
B7903,URN:NatureAlberta:ABATLAS2:11490-CAGO,Branta canadensis,Anseriformes,Elkton BBA Sq. 11U PH72,51.65,-114.5,2002,9,14,Ray Woods,6631,,11490,10:00:00,4,0,1,Sep 14 2002 12:00AM,Canada Goose,X
B7904,URN:NatureAlberta:ABATLAS2:97562-CAGO,Branta canadensis,Anseriformes,Hastings Lake Islands,53.3865,-112.93,2002,8,3,Coral Grove,10098,,97562,12:00:00,0,0,1,Aug  3 2002 12:00AM,Canada Goose,X
B7905,URN:NatureAlberta:ABATLAS2:99062-CAGO,Branta canadensis,Anseriformes,UP 82,52.6012,-112.835,2002,5,26,Robb Stavne,10138,,99062,12:00:00,-6.25,4,2,May 26 2002 12:00AM,Canada Goose,P
B7906,URN:NatureAlberta:ABATLAS2:99413-BCCH,Poecile atricapillus,Passeriformes,Pine Lake,52.096,-113.532,2002,5,4,Jim Potter,10177,,99413,12:00:00,4.5,0,1,May  4 2002 12:00AM,Black-capped Chickadee,P
B7907,URN:NatureAlberta:ABATLAS2:99413-CAGO,Branta canadensis,Anseriformes,Pine Lake,52.096,-113.532,2002,5,4,Jim Potter,10177,,99413,12:00:00,4.5,0,5,May  4 2002 12:00AM,Canada Goose,ON
B7908,URN:NatureAlberta:ABATLAS2:99434-COLO,Gavia immer,Gaviiformes,Jim Potter 21,52.4882,-112.909,2002,6,7,Jim Potter,10177,,99434,12:00:00,0,2,1,Jun  7 2002 12:00AM,Common Loon,H
B7909,URN:NatureAlberta:ABATLAS2:99434-CAGO,Branta canadensis,Anseriformes,Jim Potter 21,52.4882,-112.909,2002,6,7,Jim Potter,10177,,99434,12:00:00,0,2,1,Jun  7 2002 12:00AM,Canada Goose,FL
B7910,URN:NatureAlberta:ABATLAS2:1029-CAGO,Branta canadensis,Anseriformes,District Road SE of Olds,51.7751,-114.101,2001,3,17,Alan Taylor,4371,,1029,08:00:00,1.5,0,26,Mar 17 2001 12:00AM,Canada Goose,X
B7911,URN:NatureAlberta:ABATLAS2:1033-CAGO,Branta canadensis,Anseriformes,District Road SW Olds,51.7243,-114.17,2001,4,5,Alan Taylor,4371,,1033,06:00:00,3,0,60,Apr  5 2001 12:00AM,Canada Goose,X
B7912,URN:NatureAlberta:ABATLAS2:1033-COLO,Gavia immer,Gaviiformes,District Road SW Olds,51.7243,-114.17,2001,4,5,Alan Taylor,4371,,1033,06:00:00,3,0,6,Apr  5 2001 12:00AM,Common Loon,X
B7913,URN:NatureAlberta:ABATLAS2:1028-CAGO,Branta canadensis,Anseriformes,District Road SW Olds,51.7243,-114.17,2001,3,14,Alan Taylor,4371,,1028,06:00:00,11,0,7,Mar 14 2001 12:00AM,Canada Goose,X
B7914,URN:NatureAlberta:ABATLAS2:2877-BCCH,Poecile atricapillus,Passeriformes,Barrier Lake,51.0333,-115.067,2001,1,7,Andrew Slater,2062,,2877,08:30:00,2,0,3,Jan  7 2001 12:00AM,Black-capped Chickadee,X
B7915,URN:NatureAlberta:ABATLAS2:2877-GRJA,Perisoreus canadensis,Passeriformes,Barrier Lake,51.0333,-115.067,2001,1,7,Andrew Slater,2062,,2877,08:30:00,2,0,1,Jan  7 2001 12:00AM,Gray Jay,X
B7916,URN:NatureAlberta:ABATLAS2:2880-BCCH,Poecile atricapillus,Passeriformes,"Fish Creek Provincial Park East, Calgary",50.9167,-113.983,2001,1,18,Andrew Slater,2062,,2880,09:15:00,1.75,0,15,Jan 18 2001 12:00AM,Black-capped Chickadee,X
B7917,URN:NatureAlberta:ABATLAS2:2880-CAGO,Branta canadensis,Anseriformes,"Fish Creek Provincial Park East, Calgary",50.9167,-113.983,2001,1,18,Andrew Slater,2062,,2880,09:15:00,1.75,0,17,Jan 18 2001 12:00AM,Canada Goose,X
B7918,URN:NatureAlberta:ABATLAS2:2883-BCCH,Poecile atricapillus,Passeriformes,Fish Creek Provincial Park,50.9333,-114.117,2001,1,28,Andrew Slater,2062,,2883,08:30:00,2,0,16,Jan 28 2001 12:00AM,Black-capped Chickadee,X
B7919,URN:NatureAlberta:ABATLAS2:2883-GRJA,Perisoreus canadensis,Passeriformes,Fish Creek Provincial Park,50.9333,-114.117,2001,1,28,Andrew Slater,2062,,2883,08:30:00,2,0,1,Jan 28 2001 12:00AM,Gray Jay,X
B7920,URN:NatureAlberta:ABATLAS2:2886-GRJA,Perisoreus canadensis,Passeriformes,Sheep River Valley,50.6333,-114.633,2001,2,11,Andrew Slater,2062,,2886,08:00:00,3.25,0,5,Feb 11 2001 12:00AM,Gray Jay,X
B7921,URN:NatureAlberta:ABATLAS2:2886-BCCH,Poecile atricapillus,Passeriformes,Sheep River Valley,50.6333,-114.633,2001,2,11,Andrew Slater,2062,,2886,08:00:00,3.25,0,6,Feb 11 2001 12:00AM,Black-capped Chickadee,X
B7922,URN:NatureAlberta:ABATLAS2:1031-BCCH,Poecile atricapillus,Passeriformes,Secondary 587 west of Bowden,51.9341,-114.247,2001,4,1,Alan Taylor,4371,,1031,08:30:00,1.5,0,6,Apr  1 2001 12:00AM,Black-capped Chickadee,X
