ID,GlobalUniqueIdentifier,ScientificName,Order,Locality,DecimalLatitude,DecimalLongitude,YearCollected,MonthCollected,DayCollected,Collector,CollectorNumber,Remarks,SamplingEventIdentifier,TimeObservationsStarted,DurationInHours,NumberOfObservers,ObservationCount,ObservationDate,CommonName,BreedingBirdAtlasCode
B7706,URN:NatureAlberta:ABATLAS2:93977-BCCH,Poecile atricapillus,Passeriformes,AMRE006,54.6301,-113.346,2002,6,27,Cindy McCallum,10193,,93977,06:00:00,3,0,1,Jun 27 2002 12:00AM,Black-capped Chickadee,H
B7707,URN:NatureAlberta:ABATLAS2:98350-GRJA,Perisoreus canadensis,Passeriformes,HI1,54.0544,-115.71,2002,5,15,Ryan Ancelin,10127,,98350,12:00:00,0,0,1,May 15 2002 12:00AM,Gray Jay,X
B7708,URN:NatureAlberta:ABATLAS2:10298-COLO,Gavia immer,Gaviiformes,Innisfree,53.3811,-111.523,2002,3,29,Larry Roy,5816,,10298,06:00:00,3,0,2,Mar 29 2002 12:00AM,Common Loon,X
B7709,URN:NatureAlberta:ABATLAS2:10298-BCCH,Poecile atricapillus,Passeriformes,Innisfree,53.3811,-111.523,2002,3,29,Larry Roy,5816,,10298,06:00:00,3,0,2,Mar 29 2002 12:00AM,Black-capped Chickadee,X
B7710,URN:NatureAlberta:ABATLAS2:10298-CAGO,Branta canadensis,Anseriformes,Innisfree,53.3811,-111.523,2002,3,29,Larry Roy,5816,,10298,06:00:00,3,0,9,Mar 29 2002 12:00AM,Canada Goose,X
B7711,URN:NatureAlberta:ABATLAS2:11048-BCCH,Poecile atricapillus,Passeriformes,PK73,53.5347,-114.359,2002,6,1,Andre Legris,4712,,11048,20:00:00,1,0,3,Jun  1 2002 12:00AM,Black-capped Chickadee,H
B7712,URN:NatureAlberta:ABATLAS2:10310-CAGO,Branta canadensis,Anseriformes,Vegreville area,53.4836,-112.029,2002,5,24,Rob Hughes,4643,also ON,10310,10:00:00,-1343.5,1,50,May 24 2002 12:00AM,Canada Goose,FL
B7713,URN:NatureAlberta:ABATLAS2:10310-COLO,Gavia immer,Gaviiformes,Vegreville area,53.4836,-112.029,2002,5,24,Rob Hughes,4643,,10310,10:00:00,-1343.5,1,2,May 24 2002 12:00AM,Common Loon,X
B7714,URN:NatureAlberta:ABATLAS2:11482-BCCH,Poecile atricapillus,Passeriformes,Elkton BBA Sq. 11U PH72,51.65,-114.5,2002,6,1,Ray Woods,6631,Heard only,11482,09:00:00,3.75,1,1,Jun  1 2002 12:00AM,Black-capped Chickadee,H
B7715,URN:NatureAlberta:ABATLAS2:11482-CAGO,Branta canadensis,Anseriformes,Elkton BBA Sq. 11U PH72,51.65,-114.5,2002,6,1,Ray Woods,6631,Fairly common,11482,09:00:00,3.75,1,1,Jun  1 2002 12:00AM,Canada Goose,P
B7716,URN:NatureAlberta:ABATLAS2:95364-BCCH,Poecile atricapillus,Passeriformes,WK59,49.5989,-110.246,2002,5,1,Robert Wapple,9899,,95364,12:30:00,0.5,0,5,May  1 2002 12:00AM,Black-capped Chickadee,X
B7717,URN:NatureAlberta:ABATLAS2:10521-CAGO,Branta canadensis,Anseriformes,PG99,51.3727,-114.198,2002,6,1,Gary Simpson,4378,,10521,11:00:00,-1535,0,12,Jun  1 2002 12:00AM,Canada Goose,FL
B7718,URN:NatureAlberta:ABATLAS2:95640-CAGO,Branta canadensis,Anseriformes,UM15,51.0168,-113.638,2002,3,22,Bill Walker,5773,,95640,06:00:00,175,0,10,Mar 22 2002 12:00AM,Canada Goose,X
B7719,URN:NatureAlberta:ABATLAS2:11599-BCCH,Poecile atricapillus,Passeriformes,TOWNSHIP 71 RANGE 11 W6,55.1272,-119.521,2002,6,1,Joan Kerr,6640,,11599,12:00:00,-1467,0,1,Jun  1 2002 12:00AM,Black-capped Chickadee,P
B7720,URN:NatureAlberta:ABATLAS2:11599-CAGO,Branta canadensis,Anseriformes,TOWNSHIP 71 RANGE 11 W6,55.1272,-119.521,2002,6,1,Joan Kerr,6640,,11599,12:00:00,-1467,0,1,Jun  1 2002 12:00AM,Canada Goose,FL
B7721,URN:NatureAlberta:ABATLAS2:95389-BCCH,Poecile atricapillus,Passeriformes,WK37,49.4262,-110.516,2002,6,4,Robert Wapple,9899,,95389,12:00:00,1,0,1,Jun  4 2002 12:00AM,Black-capped Chickadee,X
B7722,URN:NatureAlberta:ABATLAS2:95577-BCCH,Poecile atricapillus,Passeriformes,PG73,50.8402,-114.514,2002,3,7,Allan Cole,4864,,95577,09:00:00,3,0,1,Mar  7 2002 12:00AM,Black-capped Chickadee,X
B7723,URN:NatureAlberta:ABATLAS2:93939-BCCH,Poecile atricapillus,Passeriformes,AMRE101,54.6073,-113.386,2002,5,30,Cindy McCallum,10193,,93939,06:00:00,3,0,2,May 30 2002 12:00AM,Black-capped Chickadee,P
B7724,URN:NatureAlberta:ABATLAS2:93950-BCCH,Poecile atricapillus,Passeriformes,AMRE021,54.6353,-113.344,2002,5,30,Darren McGregor,9648,,93950,06:00:00,3,0,1,May 30 2002 12:00AM,Black-capped Chickadee,H
B7725,URN:NatureAlberta:ABATLAS2:97541-COLO,Gavia immer,Gaviiformes,Coyote Lake,51.3765,-112.103,2002,8,2,Coral Grove,10098,,97541,12:00:00,0,0,1,Aug  2 2002 12:00AM,Common Loon,X
B7726,URN:NatureAlberta:ABATLAS2:97541-CAGO,Branta canadensis,Anseriformes,Coyote Lake,51.3765,-112.103,2002,8,2,Coral Grove,10098,,97541,12:00:00,0,0,1,Aug  2 2002 12:00AM,Canada Goose,X
B7727,URN:NatureAlberta:ABATLAS2:97566-BCCH,Poecile atricapillus,Passeriformes,Helina Area,54.4904,-111.431,2002,2,10,Coral Grove,10098,,97566,12:00:00,0,0,1,Feb 10 2002 12:00AM,Black-capped Chickadee,X
B7728,URN:NatureAlberta:ABATLAS2:97457-BCCH,Poecile atricapillus,Passeriformes,Astotin,53.8066,-113.009,2002,5,4,Coral Grove,10098,,97457,12:00:00,0,0,1,May  4 2002 12:00AM,Black-capped Chickadee,X
B7729,URN:NatureAlberta:ABATLAS2:11049-COLO,Gavia immer,Gaviiformes,UP37,53.0061,-113.447,2002,6,21,Andre Legris,4712,,11049,09:00:00,1,0,1,Jun 21 2002 12:00AM,Common Loon,H
B7730,URN:NatureAlberta:ABATLAS2:11049-CAGO,Branta canadensis,Anseriformes,UP37,53.0061,-113.447,2002,6,21,Andre Legris,4712,,11049,09:00:00,1,0,37,Jun 21 2002 12:00AM,Canada Goose,FL
B7731,URN:NatureAlberta:ABATLAS2:11072-CAGO,Branta canadensis,Anseriformes,UQ43,53.541,-113.339,2002,6,1,Dale Dawson,6528,,11072,07:00:00,1.83333,0,4,Jun  1 2002 12:00AM,Canada Goose,P
B7732,URN:NatureAlberta:ABATLAS2:11072-COLO,Gavia immer,Gaviiformes,UQ43,53.541,-113.339,2002,6,1,Dale Dawson,6528,,11072,07:00:00,1.83333,0,1,Jun  1 2002 12:00AM,Common Loon,X
B7733,URN:NatureAlberta:ABATLAS2:11084-CAGO,Branta canadensis,Anseriformes,Calmar,53.2648,-113.808,2002,7,7,Krista Kagume,6525,,11084,21:30:00,0.75,0,8,Jul  7 2002 12:00AM,Canada Goose,FL
B7734,URN:NatureAlberta:ABATLAS2:11869-BCCH,Poecile atricapillus,Passeriformes,twn71-rng12-mer4,55.1142,-111.708,2002,7,1,Kathy St. Laurent,4938,,11869,14:00:00,3,3,2,Jul  1 2002 12:00AM,Black-capped Chickadee,H
B7735,URN:NatureAlberta:ABATLAS2:11483-CAGO,Branta canadensis,Anseriformes,Elkton BBA Sq. 11U PH72,51.65,-114.5,2002,6,13,Ray Woods,6631,,11483,06:00:00,4.33333,0,1,Jun 13 2002 12:00AM,Canada Goose,H
B7736,URN:NatureAlberta:ABATLAS2:98364-GRJA,Perisoreus canadensis,Passeriformes,MM4,54.2353,-115.897,2002,5,15,Ryan Ancelin,10127,,98364,12:00:00,0,0,1,May 15 2002 12:00AM,Gray Jay,X
B7737,URN:NatureAlberta:ABATLAS2:94510-BCCH,Poecile atricapillus,Passeriformes,Livingstone Creek Ranch Golf Course,51.1087,-114.646,2002,6,9,Horst Grothman,9879,,94510,08:30:00,6.83333,0,7,Jun  9 2002 12:00AM,Black-capped Chickadee,X
B7738,URN:NatureAlberta:ABATLAS2:94510-CAGO,Branta canadensis,Anseriformes,Livingstone Creek Ranch Golf Course,51.1087,-114.646,2002,6,9,Horst Grothman,9879,,94510,08:30:00,6.83333,0,2,Jun  9 2002 12:00AM,Canada Goose,ON
B7739,URN:NatureAlberta:ABATLAS2:98368-GRJA,Perisoreus canadensis,Passeriformes,CO4,54.3435,-116.073,2002,5,15,Ryan Ancelin,10127,,98368,12:00:00,0,0,1,May 15 2002 12:00AM,Gray Jay,X
B7740,URN:NatureAlberta:ABATLAS2:11047-GRJA,Perisoreus canadensis,Passeriformes,PK73,53.5347,-114.359,2002,6,2,Andre Legris,4712,,11047,08:00:00,2,0,1,Jun  2 2002 12:00AM,Gray Jay,H
B7741,URN:NatureAlberta:ABATLAS2:11047-BCCH,Poecile atricapillus,Passeriformes,PK73,53.5347,-114.359,2002,6,2,Andre Legris,4712,,11047,08:00:00,2,0,6,Jun  2 2002 12:00AM,Black-capped Chickadee,H
B7742,URN:NatureAlberta:ABATLAS2:97273-CAGO,Branta canadensis,Anseriformes,QG05 - Inglewood Bird Sanctuary,51.009,-114.079,2002,6,5,Don Stiles,5009,,97273,09:00:00,1.25,0,21,Jun  5 2002 12:00AM,Canada Goose,X
B7743,URN:NatureAlberta:ABATLAS2:97461-BCCH,Poecile atricapillus,Passeriformes,Astotin,53.8066,-113.009,2002,12,14,Coral Grove,10098,,97461,12:00:00,0,0,1,Dec 14 2002 12:00AM,Black-capped Chickadee,X
B7744,URN:NatureAlberta:ABATLAS2:11565-COLO,Gavia immer,Gaviiformes,Township 71 Range 12 W6,55.1272,-119.673,2002,6,1,Joan Kerr,6640,,11565,12:00:00,-863,0,1,Jun  1 2002 12:00AM,Common Loon,X
B7745,URN:NatureAlberta:ABATLAS2:97553-CAGO,Branta canadensis,Anseriformes,Edgar T Jones,53.4017,-112.883,2002,4,14,Coral Grove,10098,,97553,12:00:00,0,0,1,Apr 14 2002 12:00AM,Canada Goose,X
B7746,URN:NatureAlberta:ABATLAS2:94510-COLO,Gavia immer,Gaviiformes,Livingstone Creek Ranch Golf Course,51.1087,-114.646,2002,6,9,Horst Grothman,9879,,94510,08:30:00,6.83333,0,5,Jun  9 2002 12:00AM,Common Loon,P
B7747,URN:NatureAlberta:ABATLAS2:11565-GRJA,Perisoreus canadensis,Passeriformes,Township 71 Range 12 W6,55.1272,-119.673,2002,6,1,Joan Kerr,6640,,11565,12:00:00,-863,0,1,Jun  1 2002 12:00AM,Gray Jay,X
B7748,URN:NatureAlberta:ABATLAS2:11565-CAGO,Branta canadensis,Anseriformes,Township 71 Range 12 W6,55.1272,-119.673,2002,6,1,Joan Kerr,6640,,11565,12:00:00,-863,0,1,Jun  1 2002 12:00AM,Canada Goose,X
B7749,URN:NatureAlberta:ABATLAS2:11071-BCCH,Poecile atricapillus,Passeriformes,UQ43,53.541,-113.339,2002,6,2,Dale Dawson,6528,,11071,08:00:00,2.33333,0,1,Jun  2 2002 12:00AM,Black-capped Chickadee,H
B7750,URN:NatureAlberta:ABATLAS2:12256-COLO,Gavia immer,Gaviiformes,Colin-Cornwall Lakes Wildland Provincial Park,59.5551,-110.272,2002,6,15,Richard Thomas,9905,13-15 pairs,12256,06:00:00,3,0,32,Jun 15 2002 12:00AM,Common Loon,FL
B7751,URN:NatureAlberta:ABATLAS2:11071-CAGO,Branta canadensis,Anseriformes,UQ43,53.541,-113.339,2002,6,2,Dale Dawson,6528,,11071,08:00:00,2.33333,0,40,Jun  2 2002 12:00AM,Canada Goose,ON
B7752,URN:NatureAlberta:ABATLAS2:99187-BCCH,Poecile atricapillus,Passeriformes,UP 58,53.1344,-113.235,2002,7,4,Robb Stavne,10138,,99187,05:30:00,0.333333,4,2,Jul  4 2002 12:00AM,Black-capped Chickadee,FL
B7753,URN:NatureAlberta:ABATLAS2:12256-GRJA,Perisoreus canadensis,Passeriformes,Colin-Cornwall Lakes Wildland Provincial Park,59.5551,-110.272,2002,6,15,Richard Thomas,9905,fairly common,12256,06:00:00,3,0,24,Jun 15 2002 12:00AM,Gray Jay,FL
B7754,URN:NatureAlberta:ABATLAS2:12256-BCCH,Poecile atricapillus,Passeriformes,Colin-Cornwall Lakes Wildland Provincial Park,59.5551,-110.272,2002,6,15,Richard Thomas,9905,rare,12256,06:00:00,3,0,1,Jun 15 2002 12:00AM,Black-capped Chickadee,H
B7755,URN:NatureAlberta:ABATLAS2:12256-CAGO,Branta canadensis,Anseriformes,Colin-Cornwall Lakes Wildland Provincial Park,59.5551,-110.272,2002,6,15,Richard Thomas,9905,fairly common,12256,06:00:00,3,0,505,Jun 15 2002 12:00AM,Canada Goose,H
B7756,URN:NatureAlberta:ABATLAS2:11647-COLO,Gavia immer,Gaviiformes,VR67,54.8209,-111.545,2002,6,15,Richard Klauke,6027,,11647,17:00:00,5.5,0,10,Jun 15 2002 12:00AM,Common Loon,P
B7757,URN:NatureAlberta:ABATLAS2:11647-GRJA,Perisoreus canadensis,Passeriformes,VR67,54.8209,-111.545,2002,6,15,Richard Klauke,6027,,11647,17:00:00,5.5,0,3,Jun 15 2002 12:00AM,Gray Jay,H
B7758,URN:NatureAlberta:ABATLAS2:99057-BCCH,Poecile atricapillus,Passeriformes,UP 57,53.0273,-113.163,2002,6,22,Robb Stavne,10138,,99057,06:53:00,0.433333,4,1,Jun 22 2002 12:00AM,Black-capped Chickadee,H
B7759,URN:NatureAlberta:ABATLAS2:11587-CAGO,Branta canadensis,Anseriformes,TOWNSHIP 74 RANGE 12 W6,55.3881,-119.708,2002,5,7,Joan Kerr,6640,,11587,12:00:00,1,0,1,May  7 2002 12:00AM,Canada Goose,X
B7760,URN:NatureAlberta:ABATLAS2:11870-COLO,Gavia immer,Gaviiformes,twn86-rng01-mer4,56.4193,-110.014,2002,7,6,Gretchen Peterson,4930,,11870,05:00:00,5,3,1,Jul  6 2002 12:00AM,Common Loon,H
B7761,URN:NatureAlberta:ABATLAS2:11870-BCCH,Poecile atricapillus,Passeriformes,twn86-rng01-mer4,56.4193,-110.014,2002,7,6,Gretchen Peterson,4930,,11870,05:00:00,5,3,7,Jul  6 2002 12:00AM,Black-capped Chickadee,H
B7762,URN:NatureAlberta:ABATLAS2:11870-GRJA,Perisoreus canadensis,Passeriformes,twn86-rng01-mer4,56.4193,-110.014,2002,7,6,Gretchen Peterson,4930,,11870,05:00:00,5,3,5,Jul  6 2002 12:00AM,Gray Jay,H
B7763,URN:NatureAlberta:ABATLAS2:11868-COLO,Gavia immer,Gaviiformes,twn81-rng24-mer4,55.9606,-113.613,2002,6,19,,5600,,11868,06:00:00,3,4,1,Jun 19 2002 12:00AM,Common Loon,H
B7764,URN:NatureAlberta:ABATLAS2:11868-BCCH,Poecile atricapillus,Passeriformes,twn81-rng24-mer4,55.9606,-113.613,2002,6,19,,5600,,11868,06:00:00,3,4,7,Jun 19 2002 12:00AM,Black-capped Chickadee,H
B7765,URN:NatureAlberta:ABATLAS2:11868-GRJA,Perisoreus canadensis,Passeriformes,twn81-rng24-mer4,55.9606,-113.613,2002,6,19,,5600,,11868,06:00:00,3,4,6,Jun 19 2002 12:00AM,Gray Jay,H
B7766,URN:NatureAlberta:ABATLAS2:96996-CAGO,Branta canadensis,Anseriformes,8 miles east of Smokey Lake,54.1066,-112.312,2002,4,10,Eva Jasinsky,10000,,96996,06:00:00,3,0,1,Apr 10 2002 12:00AM,Canada Goose,X
B7767,URN:NatureAlberta:ABATLAS2:97276-BCCH,Poecile atricapillus,Passeriformes,QG05 - Inglewood Bird Sanctuary,51.009,-114.079,2002,5,30,Don Stiles,5009,,97276,09:00:00,2.5,0,1,May 30 2002 12:00AM,Black-capped Chickadee,X
B7768,URN:NatureAlberta:ABATLAS2:97276-CAGO,Branta canadensis,Anseriformes,QG05 - Inglewood Bird Sanctuary,51.009,-114.079,2002,5,30,Don Stiles,5009,,97276,09:00:00,2.5,0,1,May 30 2002 12:00AM,Canada Goose,X
B7769,URN:NatureAlberta:ABATLAS2:97677-GRJA,Perisoreus canadensis,Passeriformes,Wildcat Island,51.2318,-114.628,2002,6,19,Coral Grove,10098,,97677,12:00:00,0,0,1,Jun 19 2002 12:00AM,Gray Jay,X
B7770,URN:NatureAlberta:ABATLAS2:93930-BCCH,Poecile atricapillus,Passeriformes,AMRE016,54.618,-113.329,2002,5,30,Cindy McCallum,10193,,93930,06:00:00,3,0,1,May 30 2002 12:00AM,Black-capped Chickadee,H
B7771,URN:NatureAlberta:ABATLAS2:93980-BCCH,Poecile atricapillus,Passeriformes,AMRE019,54.6216,-113.395,2002,6,27,Darren McGregor,9648,,93980,06:00:00,3,0,2,Jun 27 2002 12:00AM,Black-capped Chickadee,H
B7772,URN:NatureAlberta:ABATLAS2:98358-GRJA,Perisoreus canadensis,Passeriformes,MO1,54.2322,-115.895,2002,5,15,Ryan Ancelin,10127,,98358,12:00:00,0,0,1,May 15 2002 12:00AM,Gray Jay,X
B7773,URN:NatureAlberta:ABATLAS2:95547-SNOW,Bubo scandiacus,Strigiformes,UM27,51.1996,-113.505,2002,3,1,Bill Walker,5773,,95547,10:00:00,2,0,2,Mar  1 2002 12:00AM,Snowy Owl,X
B7774,URN:NatureAlberta:ABATLAS2:95580-BCCH,Poecile atricapillus,Passeriformes,QG5,51.0099,-114.075,2002,3,7,Allan Cole,4864,,95580,15:00:00,0.5,0,1,Mar  7 2002 12:00AM,Black-capped Chickadee,X
B7775,URN:NatureAlberta:ABATLAS2:99436-COLO,Gavia immer,Gaviiformes,Jim Potter 21,52.4882,-112.909,2002,8,8,Jim Potter,10177,,99436,12:00:00,0,1,2,Aug  8 2002 12:00AM,Common Loon,X
B7776,URN:NatureAlberta:ABATLAS2:95639-CAGO,Branta canadensis,Anseriformes,UM23,50.8402,-113.486,2002,3,28,Allan Cole,4864,,95639,12:00:00,1.5,0,50,Mar 28 2002 12:00AM,Canada Goose,X
B7777,URN:NatureAlberta:ABATLAS2:98363-GRJA,Perisoreus canadensis,Passeriformes,MM3,54.3035,-115.739,2002,5,15,Ryan Ancelin,10127,,98363,12:00:00,0,0,1,May 15 2002 12:00AM,Gray Jay,X
B7778,URN:NatureAlberta:ABATLAS2:96784-BCCH,Poecile atricapillus,Passeriformes,VR36,54.7281,-112.009,2002,5,2,Jennifer Gammon,6255,,96784,05:30:00,1,2,3,May  2 2002 12:00AM,Black-capped Chickadee,X
B7779,URN:NatureAlberta:ABATLAS2:96784-COLO,Gavia immer,Gaviiformes,VR36,54.7281,-112.009,2002,5,2,Jennifer Gammon,6255,,96784,05:30:00,1,2,1,May  2 2002 12:00AM,Common Loon,X
B7780,URN:NatureAlberta:ABATLAS2:96788-GRJA,Perisoreus canadensis,Passeriformes,VR 77,54.82,-111.391,2002,5,2,Joe Niederleitner,9956,,96788,19:20:00,4.25,0,1,May  2 2002 12:00AM,Gray Jay,X
B7781,URN:NatureAlberta:ABATLAS2:96788-COLO,Gavia immer,Gaviiformes,VR 77,54.82,-111.391,2002,5,2,Joe Niederleitner,9956,,96788,19:20:00,4.25,0,1,May  2 2002 12:00AM,Common Loon,T
B7782,URN:NatureAlberta:ABATLAS2:98367-GRJA,Perisoreus canadensis,Passeriformes,CO3,54.2588,-115.937,2002,5,15,Ryan Ancelin,10127,,98367,12:00:00,0,0,1,May 15 2002 12:00AM,Gray Jay,X
B7783,URN:NatureAlberta:ABATLAS2:98371-GRJA,Perisoreus canadensis,Passeriformes,CM3,54.0944,-116.273,2002,5,15,Ryan Ancelin,10127,,98371,12:00:00,0,0,1,May 15 2002 12:00AM,Gray Jay,X
B7784,URN:NatureAlberta:ABATLAS2:99190-BCCH,Poecile atricapillus,Passeriformes,UP 79,53.1896,-112.871,2002,6,10,Robb Stavne,10138,,99190,05:15:00,0.383333,0,2,Jun 10 2002 12:00AM,Black-capped Chickadee,H
B7785,URN:NatureAlberta:ABATLAS2:97277-CAGO,Branta canadensis,Anseriformes,UN03 0 East Didsbury Bluebird Trail,51.7325,-113.827,2002,4,20,Don Stiles,5009,,97277,09:15:00,8.25,0,7,Apr 20 2002 12:00AM,Canada Goose,X
B7786,URN:NatureAlberta:ABATLAS2:97490-GRJA,Perisoreus canadensis,Passeriformes,Bow Valley,50.9779,-115.043,2002,10,19,Coral Grove,10098,,97490,12:00:00,0,0,1,Oct 19 2002 12:00AM,Gray Jay,X
B7787,URN:NatureAlberta:ABATLAS2:97490-BCCH,Poecile atricapillus,Passeriformes,Bow Valley,50.9779,-115.043,2002,10,19,Coral Grove,10098,,97490,12:00:00,0,0,1,Oct 19 2002 12:00AM,Black-capped Chickadee,X
B7788,URN:NatureAlberta:ABATLAS2:97515-GRJA,Perisoreus canadensis,Passeriformes,Bragg Creek,50.9715,-114.694,2002,11,2,Coral Grove,10098,,97515,12:00:00,0,0,1,Nov  2 2002 12:00AM,Gray Jay,X
B7789,URN:NatureAlberta:ABATLAS2:97582-BCCH,Poecile atricapillus,Passeriformes,Lily Lake,53.718,-114.664,2002,11,10,Coral Grove,10098,,97582,12:00:00,0,0,1,Nov 10 2002 12:00AM,Black-capped Chickadee,X
B7790,URN:NatureAlberta:ABATLAS2:97582-CAGO,Branta canadensis,Anseriformes,Lily Lake,53.718,-114.664,2002,11,10,Coral Grove,10098,,97582,12:00:00,0,0,1,Nov 10 2002 12:00AM,Canada Goose,X
B7791,URN:NatureAlberta:ABATLAS2:99424-CAGO,Branta canadensis,Anseriformes,Jim Potter 16,52.1477,-113.134,2002,5,7,Jim Potter,10177,,99424,12:00:00,0,0,1,May  7 2002 12:00AM,Canada Goose,X
B7792,URN:NatureAlberta:ABATLAS2:98380-GRJA,Perisoreus canadensis,Passeriformes,MR1,58.7646,-118.642,2002,5,15,Ryan Ancelin,10127,,98380,12:00:00,0,0,1,May 15 2002 12:00AM,Gray Jay,X
B7793,URN:NatureAlberta:ABATLAS2:99437-BCCH,Poecile atricapillus,Passeriformes,Jim Potter 21,52.4882,-112.909,2002,6,28,Jim Potter,10177,,99437,12:00:00,1.5,0,1,Jun 28 2002 12:00AM,Black-capped Chickadee,X
B7794,URN:NatureAlberta:ABATLAS2:99437-CAGO,Branta canadensis,Anseriformes,Jim Potter 21,52.4882,-112.909,2002,6,28,Jim Potter,10177,,99437,12:00:00,1.5,0,1,Jun 28 2002 12:00AM,Canada Goose,X
B7795,URN:NatureAlberta:ABATLAS2:4048-GRJA,Perisoreus canadensis,Passeriformes,Highwood River Valley,50.5667,-114.333,2002,3,17,Andrew Slater,2062,,4048,08:45:00,5.25,0,2,Mar 17 2002 12:00AM,Gray Jay,X
B7796,URN:NatureAlberta:ABATLAS2:4051-CAGO,Branta canadensis,Anseriformes,Langdon Reservior,50.9,-113.617,2002,4,7,Andrew Slater,2062,,4051,09:45:00,0.75,0,300,Apr  7 2002 12:00AM,Canada Goose,X
B7797,URN:NatureAlberta:ABATLAS2:4054-BCCH,Poecile atricapillus,Passeriformes,Cabburn Park,50.95,-114.033,2002,4,11,Andrew Slater,2062,,4054,13:15:00,1.5,0,6,Apr 11 2002 12:00AM,Black-capped Chickadee,X
B7798,URN:NatureAlberta:ABATLAS2:4054-CAGO,Branta canadensis,Anseriformes,Cabburn Park,50.95,-114.033,2002,4,11,Andrew Slater,2062,,4054,13:15:00,1.5,0,45,Apr 11 2002 12:00AM,Canada Goose,X
B7799,URN:NatureAlberta:ABATLAS2:4100-CAGO,Branta canadensis,Anseriformes,Jasper National Park,53.169,-117.978,2002,4,18,Alan Taylor,4371,,4100,15:00:00,1,0,30,Apr 18 2002 12:00AM,Canada Goose,X
B7800,URN:NatureAlberta:ABATLAS2:4176-BCCH,Poecile atricapillus,Passeriformes,Archie Hogg Park,50.5045,-114.092,2002,5,12,Greg Wagner,4379,,4176,11:27:00,0.883333,1,2,May 12 2002 12:00AM,Black-capped Chickadee,P
B7801,URN:NatureAlberta:ABATLAS2:4217-CAGO,Branta canadensis,Anseriformes,Slough at corner of Highway 761 and highway 54,52.0864,-114.098,2002,4,20,Lois Burkinshaw,5363,,4217,18:00:00,2,2,200,Apr 20 2002 12:00AM,Canada Goose,X
B7802,URN:NatureAlberta:ABATLAS2:4223-GRJA,Perisoreus canadensis,Passeriformes,PH76,52.008,-114.45,2002,5,18,Lois Burkinshaw,5363,,4223,08:00:00,5,2,2,May 18 2002 12:00AM,Gray Jay,P
B7803,URN:NatureAlberta:ABATLAS2:4223-BCCH,Poecile atricapillus,Passeriformes,PH76,52.008,-114.45,2002,5,18,Lois Burkinshaw,5363,,4223,08:00:00,5,2,20,May 18 2002 12:00AM,Black-capped Chickadee,H
B7804,URN:NatureAlberta:ABATLAS2:4223-CAGO,Branta canadensis,Anseriformes,PH76,52.008,-114.45,2002,5,18,Lois Burkinshaw,5363,,4223,08:00:00,5,2,6,May 18 2002 12:00AM,Canada Goose,P
B7805,URN:NatureAlberta:ABATLAS2:4528-BCCH,Poecile atricapillus,Passeriformes,MK40,53.2914,-117.825,2002,6,1,Illo Harpe,3970,,4528,08:00:00,0,0,253,Jun  1 2002 12:00AM,Black-capped Chickadee,X
B7806,URN:NatureAlberta:ABATLAS2:4528-GRJA,Perisoreus canadensis,Passeriformes,MK40,53.2914,-117.825,2002,6,1,Illo Harpe,3970,,4528,08:00:00,0,0,2,Jun  1 2002 12:00AM,Gray Jay,X
B7807,URN:NatureAlberta:ABATLAS2:4528-SNOW,Bubo scandiacus,Strigiformes,MK40,53.2914,-117.825,2002,6,1,Illo Harpe,3970,cw,4528,08:00:00,0,0,1,Jun  1 2002 12:00AM,Snowy Owl,X
B7808,URN:NatureAlberta:ABATLAS2:4534-COLO,Gavia immer,Gaviiformes,MK40,53.2914,-117.825,2002,6,2,Illo Harpe,3970,,4534,21:30:00,2,0,1,Jun  2 2002 12:00AM,Common Loon,H
B7809,URN:NatureAlberta:ABATLAS2:4563-BCCH,Poecile atricapillus,Passeriformes,mk41,53.3985,-117.836,2002,4,18,Linda Morgan,5010,,4563,08:00:00,0,30,81,Apr 18 2002 12:00AM,Black-capped Chickadee,X
B7810,URN:NatureAlberta:ABATLAS2:4563-CAGO,Branta canadensis,Anseriformes,mk41,53.3985,-117.836,2002,4,18,Linda Morgan,5010,114 cw,4563,08:00:00,0,30,2869,Apr 18 2002 12:00AM,Canada Goose,X
B7811,URN:NatureAlberta:ABATLAS2:4563-SNOW,Bubo scandiacus,Strigiformes,mk41,53.3985,-117.836,2002,4,18,Linda Morgan,5010,,4563,08:00:00,0,30,8,Apr 18 2002 12:00AM,Snowy Owl,X
B7812,URN:NatureAlberta:ABATLAS2:4569-GRJA,Perisoreus canadensis,Passeriformes,MJ39,53.2145,-117.987,2002,6,8,Linda Morgan,5010,,4569,08:00:00,0,0,1,Jun  8 2002 12:00AM,Gray Jay,H
B7813,URN:NatureAlberta:ABATLAS2:4569-CAGO,Branta canadensis,Anseriformes,MJ39,53.2145,-117.987,2002,6,8,Linda Morgan,5010,,4569,08:00:00,0,0,1,Jun  8 2002 12:00AM,Canada Goose,V
B7814,URN:NatureAlberta:ABATLAS2:4616-CAGO,Branta canadensis,Anseriformes,"Police Point Park, Med Hat, WL 24",50.0423,-110.647,2002,3,29,Michael D. O'Shea,6051,,4616,08:00:00,1,0,10,Mar 29 2002 12:00AM,Canada Goose,X
B7815,URN:NatureAlberta:ABATLAS2:4704-SNOW,Bubo scandiacus,Strigiformes,Hwy 37 and Range Road 233,53.7208,-113.37,2002,3,3,Philip Penner,5640,,4704,12:30:00,0.25,0,1,Mar  3 2002 12:00AM,Snowy Owl,X
